Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
"This USGS data file has been deprecated. To continue receiving updates for earthquake information you must switch to the new data format [http://earthquake.usgs.gov/earthquakes/feed/]. In the future, data feeds will be updated and deprecated following our official deprecation policy [http://earthquake.usgs.gov/earthquakes/feed/policy.php]."
uw,60622747,1,"Sunday, November  3, 2013 22:17:08 UTC",49.4468,-120.5008,2.2,0.00,12,"British Columbia, Canada"
ak,10837320,2,"Sunday, November  3, 2013 22:09:18 UTC",59.8580,-151.0356,2.1,63.00,53,"Kenai Peninsula, Alaska"
pr,13307007,0,"Sunday, November  3, 2013 22:04:34 UTC",18.0279,-65.3981,2.2,18.00, 4,"Puerto Rico region"
ak,10840339,2,"Sunday, November  3, 2013 22:00:00 UTC",63.1284,-150.8632,1.5,128.70,22,"Central Alaska"
ci,11387194,2,"Sunday, November  3, 2013 21:59:29 UTC",36.0080,-118.0045,1.0,7.40, 9,"Central California"
ak,10840338,2,"Sunday, November  3, 2013 21:36:56 UTC",60.4904,-141.4409,1.2,11.70,14,"Southern Alaska"
ak,10837306,3,"Sunday, November  3, 2013 21:33:49 UTC",53.3824,-163.5573,2.8,15.60,17,"Unimak Island region, Alaska"
ak,10837301,2,"Sunday, November  3, 2013 21:25:36 UTC",62.1303,-151.4006,1.6,85.40,30,"Central Alaska"
nc,72100786,3,"Sunday, November  3, 2013 21:23:45 UTC",39.6132,-123.4787,1.8,2.40,25,"Northern California"
ci,11387186,4,"Sunday, November  3, 2013 21:19:36 UTC",33.9473,-115.9940,1.3,8.60,36,"Southern California"
nc,72100776,0,"Sunday, November  3, 2013 21:16:35 UTC",38.7630,-122.9122,1.2,6.60, 6,"Northern California"
ci,11387178,6,"Sunday, November  3, 2013 21:13:38 UTC",35.6755,-117.5140,2.4,1.30,33,"Southern California"
ak,10837294,2,"Sunday, November  3, 2013 20:35:22 UTC",60.8375,-150.7189,1.6,46.10,32,"Kenai Peninsula, Alaska"
ak,10837288,2,"Sunday, November  3, 2013 20:09:48 UTC",63.3303,-147.0835,1.2,5.70,21,"Central Alaska"
nc,72101831,2,"Sunday, November  3, 2013 19:33:56 UTC",40.5475,-121.6680,1.0,6.80, 9,"Northern California"
ci,11387170,5,"Sunday, November  3, 2013 19:27:29 UTC",33.2112,-116.0625,1.9,8.30,59,"Southern California"
mb,13993237,2,"Sunday, November  3, 2013 19:22:38 UTC",45.4976,-112.5486,1.7,11.10,16,"western Montana"
nc,72100736,3,"Sunday, November  3, 2013 19:01:49 UTC",40.5527,-121.6625,1.6,7.50,17,"Northern California"
nc,72100731,0,"Sunday, November  3, 2013 18:43:32 UTC",38.8372,-122.7988,1.0,2.50,17,"Northern California"
nc,72100721,1,"Sunday, November  3, 2013 18:38:12 UTC",38.8172,-122.7608,1.5,2.20,26,"Northern California"
ak,10837269,1,"Sunday, November  3, 2013 18:06:09 UTC",60.7180,-141.8827,1.6,41.60, 4,"Southern Alaska"
ak,10837266,2,"Sunday, November  3, 2013 17:52:54 UTC",54.0418,-166.4834,2.5,114.60,16,"Fox Islands, Aleutian Islands, Alaska"
ak,10837260,3,"Sunday, November  3, 2013 17:51:50 UTC",60.9645,-150.2733,3.0,42.00,73,"Kenai Peninsula, Alaska"
ak,10837256,2,"Sunday, November  3, 2013 17:42:19 UTC",62.2015,-145.6583,1.8,18.50,21,"Central Alaska"
mb,29494,1,"Sunday, November  3, 2013 17:40:36 UTC",45.5038,-112.4966,2.6,0.00,23,"western Montana"
ak,10840330,2,"Sunday, November  3, 2013 17:36:24 UTC",63.6117,-149.9232,1.3,114.50,19,"Central Alaska"
ak,10837247,2,"Sunday, November  3, 2013 17:29:07 UTC",63.1915,-150.0073,2.8,98.80,77,"Central Alaska"
ci,11387138,5,"Sunday, November  3, 2013 17:22:39 UTC",33.2657,-116.0017,1.2,5.90,32,"Southern California"
ci,11387130,5,"Sunday, November  3, 2013 17:03:19 UTC",33.2667,-115.9975,2.6,5.90,70,"Southern California"
pr,13307004,0,"Sunday, November  3, 2013 16:59:09 UTC",18.0200,-66.2847,2.2,7.00,13,"Puerto Rico"
ak,10837235,2,"Sunday, November  3, 2013 16:44:47 UTC",61.6054,-148.2679,2.1,9.20,37,"Southern Alaska"
ci,11387122,5,"Sunday, November  3, 2013 16:42:28 UTC",33.2622,-115.9985,1.5,5.00,42,"Southern California"
nc,72100686,1,"Sunday, November  3, 2013 16:26:16 UTC",38.7728,-122.9070,1.5,5.50,26,"Northern California"
pr,13307006,0,"Sunday, November  3, 2013 16:14:02 UTC",18.1495,-67.3421,2.2,14.00, 8,"Mona Passage, Puerto Rico"
nc,72100671,0,"Sunday, November  3, 2013 16:02:55 UTC",38.7703,-122.9157,1.4,6.00,15,"Northern California"
ak,10837225,2,"Sunday, November  3, 2013 15:37:16 UTC",63.0828,-150.9942,1.6,124.00,18,"Central Alaska"
ak,10837224,2,"Sunday, November  3, 2013 15:31:39 UTC",62.1752,-149.6110,1.3,62.00,22,"Central Alaska"
nc,72100666,2,"Sunday, November  3, 2013 15:29:07 UTC",40.5433,-121.6668,2.3,7.70,19,"Northern California"
nc,72100661,4,"Sunday, November  3, 2013 15:27:37 UTC",37.6142,-118.4220,1.1,8.90,26,"Central California"
hv,60586531,2,"Sunday, November  3, 2013 15:24:36 UTC",19.3822,-155.2390,2.1,2.80,42,"Island of Hawaii, Hawaii"
ak,10840325,2,"Sunday, November  3, 2013 15:19:00 UTC",61.5199,-146.5733,1.4,5.90,19,"Southern Alaska"
ci,11387090,5,"Sunday, November  3, 2013 15:18:01 UTC",33.7902,-118.3008,1.7,10.30,25,"Greater Los Angeles area, California"
ak,10837214,3,"Sunday, November  3, 2013 14:58:28 UTC",50.9645,-177.9307,3.1,25.70,15,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10837212,1,"Sunday, November  3, 2013 14:56:30 UTC",59.4321,-140.5130,1.9,17.30, 6,"Southeastern Alaska"
pr,13307003,0,"Sunday, November  3, 2013 14:45:20 UTC",18.4158,-67.4022,2.7,19.00, 8,"Mona Passage, Puerto Rico"
hv,60586526,1,"Sunday, November  3, 2013 14:37:59 UTC",20.1308,-155.7858,2.5,24.40,36,"Hawaii region, Hawaii"
hv,60586521,2,"Sunday, November  3, 2013 14:17:58 UTC",19.3775,-155.2333,2.2,3.40,43,"Island of Hawaii, Hawaii"
ak,10837206,2,"Sunday, November  3, 2013 14:02:06 UTC",61.1443,-150.6868,1.2,16.70,21,"Southern Alaska"
ak,10840321,2,"Sunday, November  3, 2013 13:57:08 UTC",62.1367,-150.1684,1.2,14.80,14,"Central Alaska"
mb,13598624,2,"Sunday, November  3, 2013 13:54:47 UTC",45.9106,-111.4880,1.0,18.10,12,"western Montana"
mb,13204010,2,"Sunday, November  3, 2013 13:32:51 UTC",44.8116,-111.4861,1.5,8.60,28,"western Montana"
ak,10837202,2,"Sunday, November  3, 2013 13:23:15 UTC",64.5887,-149.7791,1.4,14.70,21,"Central Alaska"
pr,13307002,0,"Sunday, November  3, 2013 13:18:37 UTC",17.8901,-67.0065,2.8,17.00,15,"Puerto Rico region"
nc,72100641,4,"Sunday, November  3, 2013 13:08:05 UTC",40.8275,-122.1368,1.6,13.30,14,"Northern California"
nc,72100636,1,"Sunday, November  3, 2013 12:47:34 UTC",36.6407,-121.2575,2.1,7.10,30,"Central California"
nc,72100631,1,"Sunday, November  3, 2013 12:45:20 UTC",38.8172,-122.7950,1.4,3.20,32,"Northern California"
ak,10837195,2,"Sunday, November  3, 2013 12:39:18 UTC",60.4914,-141.4212,1.5,11.80,15,"Southern Alaska"
ak,10837190,1,"Sunday, November  3, 2013 12:37:52 UTC",59.9470,-141.7926,1.6,15.00, 6,"Southeastern Alaska"
ak,10837188,2,"Sunday, November  3, 2013 12:16:11 UTC",51.7894,-177.6152,2.5,72.40,13,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10837185,2,"Sunday, November  3, 2013 12:09:47 UTC",59.8288,-152.7170,2.2,83.00,49,"Southern Alaska"
ak,10840316,2,"Sunday, November  3, 2013 12:07:29 UTC",60.4963,-141.4203,1.4,9.40,17,"Southern Alaska"
ak,10837182,2,"Sunday, November  3, 2013 12:04:24 UTC",53.4112,-163.6759,2.8,25.10,13,"Unimak Island region, Alaska"
ak,10837181,2,"Sunday, November  3, 2013 11:55:35 UTC",61.0301,-151.3938,1.4,72.10,21,"Southern Alaska"
pr,13307005,0,"Sunday, November  3, 2013 11:48:40 UTC",17.9470,-66.2841,1.6,10.00, 5,"Puerto Rico"
ci,11387050,5,"Sunday, November  3, 2013 11:36:38 UTC",32.8953,-116.4010,1.2,14.30,31,"Southern California"
ak,10837172,2,"Sunday, November  3, 2013 11:35:49 UTC",60.0052,-153.0628,2.8,109.20,88,"Southern Alaska"
pr,13307001,0,"Sunday, November  3, 2013 11:34:02 UTC",17.9820,-66.2863,2.3,9.00,11,"Puerto Rico"
ak,10837155,2,"Sunday, November  3, 2013 11:09:08 UTC",62.5144,-149.2541,1.4,10.00,20,"Central Alaska"
ak,10840311,2,"Sunday, November  3, 2013 10:46:48 UTC",62.3864,-153.5265,1.5,4.50,15,"Central Alaska"
uu,60043492,2,"Sunday, November  3, 2013 10:11:56 UTC",44.1708,-110.1982,1.5,6.40,12,"Yellowstone National Park, Wyoming"
ak,10837139,2,"Sunday, November  3, 2013 10:02:19 UTC",62.4746,-149.7916,2.2,59.40,35,"Central Alaska"
ak,10837135,3,"Sunday, November  3, 2013 09:59:44 UTC",51.7460,-175.1214,2.2,39.90,15,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10837137,2,"Sunday, November  3, 2013 09:57:13 UTC",51.3095,-177.0412,1.7,13.10,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10837133,2,"Sunday, November  3, 2013 09:56:49 UTC",60.5787,-143.0219,1.0,10.30,12,"Southern Alaska"
ak,10840306,2,"Sunday, November  3, 2013 09:54:01 UTC",62.7290,-149.5193,1.0,17.10,16,"Central Alaska"
ak,10837126,2,"Sunday, November  3, 2013 09:37:11 UTC",63.2997,-149.6932,1.7,99.10,29,"Central Alaska"
ak,10840304,2,"Sunday, November  3, 2013 09:36:09 UTC",60.1133,-152.8185,1.8,109.90,21,"Southern Alaska"
ak,10837119,2,"Sunday, November  3, 2013 08:55:42 UTC",61.7702,-148.6358,1.8,30.90,26,"Southern Alaska"
ak,10837120,2,"Sunday, November  3, 2013 08:52:38 UTC",53.3756,-163.6017,2.8,25.10,11,"Unimak Island region, Alaska"
ak,10837117,3,"Sunday, November  3, 2013 08:50:12 UTC",53.4676,-163.7601,3.1,17.40,19,"Unimak Island region, Alaska"
ak,10837115,2,"Sunday, November  3, 2013 08:39:04 UTC",61.1409,-147.0387,1.6,0.00, 9,"Southern Alaska"
ak,10837111,2,"Sunday, November  3, 2013 08:27:41 UTC",62.1910,-150.0660,1.1,7.00,17,"Central Alaska"
nc,72100561,4,"Sunday, November  3, 2013 08:17:08 UTC",40.4707,-121.5203,1.8,5.30,14,"Lassen Peak area, California"
nc,72100576,2,"Sunday, November  3, 2013 08:16:14 UTC",38.8075,-122.7798,1.4,0.70,35,"Northern California"
ak,10840298,2,"Sunday, November  3, 2013 08:03:50 UTC",63.2322,-149.9034,1.1,86.60,16,"Central Alaska"
ak,10840296,2,"Sunday, November  3, 2013 07:50:05 UTC",60.4882,-141.4206,1.0,8.80,12,"Southern Alaska"
ak,10840295,2,"Sunday, November  3, 2013 07:41:25 UTC",63.7920,-148.3848,1.1,105.10,14,"Central Alaska"
ci,11386994,5,"Sunday, November  3, 2013 07:35:43 UTC",34.7072,-116.2962,2.0,2.00,23,"Southern California"
nc,72100546,1,"Sunday, November  3, 2013 07:16:17 UTC",38.8020,-122.8188,1.5,3.10,32,"Northern California"
ak,10837094,2,"Sunday, November  3, 2013 07:12:20 UTC",53.4129,-163.6354,3.4,27.70,23,"Unimak Island region, Alaska"
mb,13546321,2,"Sunday, November  3, 2013 07:05:10 UTC",46.2485,-116.0221,2.4,12.00,22,"northern Idaho"
ak,10837092,3,"Sunday, November  3, 2013 07:04:46 UTC",52.3030,-169.3798,3.5,11.40,18,"Fox Islands, Aleutian Islands, Alaska"
